Post ID,Permalink,Post Message,Type,Countries,Languages,Posted,Audience Targeting,Lifetime Post Total Reach,Lifetime Post organic reach,Lifetime Post Paid Reach,Lifetime Post Total Impressions,Lifetime Post Organic Impressions,Lifetime Post Paid Impressions,Lifetime Engaged Users,Ratio of Engagement To Post Entered in screen,Lifetime Matched Audience Targeting Consumers on Post,Lifetime Matched Audience Targeting Consumptions on Post,Lifetime Negative Feedback from Users,Lifetime Negative Feedback,Lifetime Post Impressions by people who have liked your Page,Lifetime Post reach by people who like your Page,Lifetime Post Paid Impressions by people who have liked your Page,Lifetime Paid reach of a post by people who like your Page,Lifetime People who have liked your Page and engaged with your post,Lifetime Organic views to 95%,Lifetime Organic views to 95%,Lifetime Paid views to 95%,Lifetime Paid views to 95%,Lifetime Organic Video Views,Lifetime Organic Video Views,Lifetime Paid Video Views,Lifetime Paid Video Views,Lifetime Average time video viewed,Lifetime Video length
,,,,,,,,"Lifetime: The number of people who had your Page's post enter their screen. Posts include statuses, photos, links, videos and more. (Unique Users)",Lifetime: The number of people who had your Page's post enter their screen through unpaid distribution. (Unique Users),Lifetime: The number of people who had your Page's post enter their screen through paid distribution such as an ad. (Unique Users),"Lifetime: The number of times your Page's post entered a person's screen. Posts include statuses, photos, links, videos and more. (Total Count)",Lifetime: The number of times your Page's posts entered a person's screen through unpaid distribution. (Total Count),Lifetime: The number of times your Page's post entered a person's screen through paid distribution such as an ad. (Total Count),"Lifetime: The number of unique people who engaged in certain ways with your Page post, for example by commenting on, liking, sharing, or clicking upon particular elements of the post. (Unique Users)",,Lifetime: The number of people who matched the audience targeting that clicked anywhere in your post on News Feed. (Unique Users),Lifetime: The number of clicks anywhere in your post on News Feed from the user that matched the audience targeting on it. (Total Count),Lifetime: The number of people who have given negative feedback to your post. (Unique Users),Lifetime: The number of times people have given negative feedback to your post. (Total Count),Lifetime: The number of impressions of your Page post to people who have liked your Page. (Total Count),Lifetime: The number of people who saw your Page post because they've liked your Page (Unique Users),Lifetime: The number of paid impressions of your Page post to people who have liked your Page. (Total Count),Lifetime: The number of people who like your Page and who saw your Page post in an ad or sponsored story. (Unique Users),Lifetime: The number of people who have liked your Page and clicked anywhere in your posts. (Unique Users),Lifetime: Number of times your video was viewed to 95% of its length without any paid promotion. (Unique Users),Lifetime: Number of times your video was viewed to 95% of its length without any paid promotion. (Total Count),Lifetime: Number of times your video was viewed to 95% of its length after paid promotion. (Unique Users),Lifetime: Number of times your video was viewed to 95% of its length after paid promotion. (Total Count),Lifetime: Number of times your video was viewed for more than 3 seconds without any paid promotion. (Unique Users),Lifetime: Number of times your video was viewed for more than 3 seconds without any paid promotion. (Total Count),Lifetime: Number of times your video was viewed more than 3 seconds after paid promotion. (Unique Users),Lifetime: Number of times your video was viewed more than 3 seconds after paid promotion. (Total Count),Lifetime: Average time video viewed (Total Count),Lifetime: Length of a video post (Total Count)
386724564681370_4257317330955388,https://www.facebook.com/habitatmatthews/posts/4257317330955388,"“I feel like it’s a dream. I never thought we would have a home…I thought we were going to be looking forever, but God has a plan for us. When my mom and my brother started this process, I told them, ‘ya sure this is going to work?’  It’s a long story from where we were in Africa, it was a really bad place…a really bad place. We didn’t have no house. Of course the war, it was always moving around, moving around. We never had a place, or peace, so we could stay in one place. So finally we got here…but we didn’t know nobody-we met a lot of people. You know, they help us to get our dream – and that’s you – the Matthews Habitat.""",Photo,,,5/20/21 7:25 AM, ,116,116,0,119,119,0,4,3.45,0,0,1,1,108,106,0,0,4,0,0,0,0,0,0,0,0,0,0
386724564681370_4260236097330178,https://www.facebook.com/habitatmatthews/posts/4260236097330178,"Thank you to the Matthews-Mint Hill Weekly for joining us last weekend at Celestin & Marie's home dedication, sharing their incredible story, and spreading the importance of affordable housing in our community. 💚💙",Link,,,5/20/21 6:42 AM, ,118,118,0,126,126,0,9,7.63,3,4,2,2,109,103,0,0,8,0,0,0,0,0,0,0,0,0,0
386724564681370_4258040840883037,https://www.facebook.com/habitatmatthews/posts/4258040840883037,"Everything Habitat does is defined by our vision of creating a world where everyone has a decent place to live. One thing that makes a home decent is that it is safe - that it serves as a refuge from the threats of the outside world. Greater Matthews Habitat Homeowner Marie and her sons understand better than most the importance of home as a refuge - for over fifteen years they called a refugee camp in Rwanda home.   But now, after emigrating to the United States and living lease-to-lease in Charlotte's expensive apartment market solely on a fast-food restaurant worker's salary, Marie and her son Celestin have closed on their very own Greater Matthews Habitat home.",Link,,,5/19/21 4:53 PM, ,89,89,0,90,90,0,2,2.25,1,1,0,0,80,79,0,0,2,0,0,0,0,0,0,0,0,0,0
386724564681370_4257278110959310,https://www.facebook.com/habitatmatthews/posts/4257278110959310,"“I want to thank all the donors who gave to this house…I don’t know how to express myself, to say thank you. This is just so amazing, they just bought us an American dream. This is not the end, but just the beginning of the journey.   It’s a long story, five years – but you guys had to be committed to not break the promise…for the family that comes all the way from the Congo all those years looking for refuge, and I’m pretty sure we found a refuge right now.""",Photo,,,5/19/21 6:47 AM, ,127,127,0,139,139,0,11,8.66,3,3,0,0,120,111,0,0,7,0,0,0,0,0,0,0,0,0,0
386724564681370_4257224410964680,https://www.facebook.com/habitatmatthews/posts/4257224410964680,"Just sharing this update from our ReStore in regards to masking for our shoppers and donors. With the lifting of the Governor's orders, we will no longer require that you wear a mask inside the store - however, we encourage you to do so. Additionally, our team will continue to mask for everyone's health and safety.",SharedVideo,,,5/19/21 6:26 AM, ,54,54,0,60,60,0,2,3.70,0,0,1,1,52,48,0,0,2,0,0,0,0,10,12,0,0,0,4651
386724564681370_4255070457846742,https://www.facebook.com/habitatmatthews/posts/4255070457846742,In case you missed the heartwarming home blessing given by Pastor Chuck from Matthews United Methodist Church this past Saturday at Celestin & Marie's Home Dedication - here it is again! 💙💚,Video,,,5/18/21 12:29 PM, ,555,555,0,589,589,0,59,10.63,30,42,1,1,115,98,0,0,14,12,12,0,0,305,325,0,0,14468,153045
386724564681370_4211202172233571,https://www.facebook.com/habitatmatthews/posts/4211202172233571,What types of services can our #AgingInPlace and #CriticalHomeRepair programs can offer for Older Americans? Learn more and apply at gmhfh.org/criticalrepair #OlderAmericansMonth,Photo,,,5/18/21 8:21 AM, ,265,78,198,352,84,268,9,3.40,3,4,1,1,252,175,180,116,7,0,0,0,0,0,0,0,0,0,0
386724564681370_4208811665805955,https://www.facebook.com/habitatmatthews/posts/4208811665805955,"""What mothers need, as well as fathers, spouses, and the children of aging parents, is an entire national infrastructure of care, every bit as important as the physical infrastructure of roads, bridges, tunnels, broadband, parks, and public works."" Anne-Marie Slaughter #OlderAmericansMonth #MotivationMonday",Photo,,,5/17/21 5:34 AM, ,88,88,0,91,91,0,5,5.68,0,0,1,1,85,82,0,0,5,0,0,0,0,0,0,0,0,0,0
386724564681370_4230233183663803,https://www.facebook.com/habitatmatthews/posts/4230233183663803,"Families are the heart of Habitat's mission! 💙💚Bringing housing costs to an affordable level can make all the difference in the life and future of a family — physically, mentally, economically, developmentally. When families build, families thrive. Happy #InternationalDayofFamilies    https://www.youtube.com/watch?v=OV89-pG_AAE",Link,,,5/15/21 1:20 PM, ,81,81,0,84,84,0,2,2.47,1,1,0,0,78,75,0,0,2,0,0,0,0,0,0,0,0,0,0
386724564681370_4245055865514868,https://www.facebook.com/habitatmatthews/posts/4245055865514868,Congratulations Celestin and Marie! Thank you to everyone who joined us online for the virtual dedication and helped us welcome you to your new home!🏠🚪💙💚,Photo,,,5/15/21 7:53 AM, ,178,178,0,182,182,0,19,10.67,5,5,0,0,170,166,0,0,18,0,0,0,0,0,0,0,0,0,0
386724564681370_1467176306957045,https://www.facebook.com/habitatmatthews/videos/1467176306957045/,,Video,,,5/15/21 7:12 AM, ,485,485,0,500,500,0,52,10.72,32,47,0,0,145,138,0,0,26,4,4,0,0,230,266,0,0,56431,1759147
386724564681370_4242641525756302,https://www.facebook.com/habitatmatthews/posts/4242641525756302,"Today we celebrate our May birthdays which include our ""Dynamic Duo"" - Tim and Doris. Our long time volunteer Howard celebrated his birthday on Monday. Join us in wishing them a Happy Birthday!!",Photo,,,5/14/21 12:12 PM, ,365,365,0,410,410,0,35,9.59,26,33,2,3,281,242,0,0,28,0,0,0,0,0,0,0,0,0,0
386724564681370_4211208572232931,https://www.facebook.com/habitatmatthews/posts/4211208572232931,Log on to our Facebook Live tomorrow at 10am to Join the Joy and celebrate Celestin and Marie's Home Dedication! We are so excited to have this mother and her sons home! Join us tomorrow at https://gmhfh.click/FBLive,Photo,,,5/14/21 8:23 AM, ,62,62,0,64,64,0,3,4.84,2,2,1,1,59,57,0,0,3,0,0,0,0,0,0,0,0,0,0
386724564681370_4211311852222603,https://www.facebook.com/habitatmatthews/posts/4211311852222603,"In light of the COVID-19 crisis and its increased impact on older Americans, funding to keep these older adults in safe, decent homes is more important than ever. Greater Matthews Habitat is committed to completing repairs and modifications to keep our limited-income older residents in their homes for years to come. Give a gift today at gmhfh.org/give",Photo,,,5/13/21 9:03 AM, ,365,101,264,394,106,288,4,1.10,2,2,0,0,103,96,5,4,2,0,0,0,0,0,0,0,0,0,0
386724564681370_4211192788901176,https://www.facebook.com/habitatmatthews/posts/4211192788901176,"In FY 2020, 54% of all Habitat repairs reported were for older homeowners 65+ years of age. #OlderAmericansMonth",Photo,,,5/12/21 11:18 AM, ,76,76,0,79,79,0,3,3.95,0,0,1,1,73,71,0,0,3,0,0,0,0,0,0,0,0,0,0
386724564681370_4211173105569811,https://www.facebook.com/habitatmatthews/posts/4211173105569811,"Sondra has been living in her home for 25 years - she knows that having a home she can afford is a blessing, and now, through Critical Home Repair program, she can safely remain in her home for years to come. #OlderAmericansMonth",Link,,,5/11/21 10:10 AM, ,68,68,0,70,70,0,0,0.00,0,0,0,0,66,64,0,0,0,0,0,0,0,0,0,0,0,0,0
386724564681370_4208791065808015,https://www.facebook.com/habitatmatthews/posts/4208791065808015,"“We talk a lot about children and children being our future, but we forget about the aging population. They are our yesterday, our present, and our tomorrow. They’re the people who have built the foundation of our communities; they are our storytellers. If we could just change the narrative of that conversation, I think that could be really powerful.” —  Janice Watkins, Executive Director, Topeka Habitat for Humanity #OlderAmericansMonth #MotivationMonday",Photo,,,5/10/21 8:44 AM, ,86,86,0,91,91,0,4,4.65,2,2,1,1,85,80,0,0,4,0,0,0,0,0,0,0,0,0,0
386724564681370_4208899745797147,https://www.facebook.com/habitatmatthews/posts/4208899745797147,"For over 30 years, you have helped mothers in the Greater Matthews community and around the world build safe and secure places that their children call home. Every mom deserves, strength and stability, and every family deserves the chance for a better life. Happy #MothersDay!",Video,,,5/9/21 6:20 AM, ,78,78,0,91,91,0,6,7.69,2,2,1,1,84,72,0,0,5,13,16,0,0,26,31,0,0,3723,5376
386724564681370_4211164288904026,https://www.facebook.com/habitatmatthews/posts/4211164288904026,"One week from today we will be celebrating the dedication of Marie and Celestin's home via Facebook Live. Don't forget to tune in next Saturday, May 15th, at 10am to help us congratulate the new homeowners! Join us at https://gmhfh.click/FBLive",Photo,,,5/8/21 7:00 AM, ,72,72,0,76,76,0,5,6.94,1,1,1,1,71,67,0,0,5,0,0,0,0,0,0,0,0,0,0
386724564681370_4211148642238924,https://www.facebook.com/habitatmatthews/posts/4211148642238924,"20% of the U.S. population will be 65 or older by 2030, and by 2034, older adults will outnumber children. AARP reports that our nation will face a severe shortage of appropriate housing to meet the needs of all older adults. #OlderAmericansMonth #AgingInPlace",Photo,,,5/7/21 8:01 AM, ,64,64,0,66,66,0,1,1.56,0,0,0,0,61,59,0,0,1,0,0,0,0,0,0,0,0,0,0
386724564681370_4211131345573987,https://www.facebook.com/habitatmatthews/posts/4211131345573987,"Through our Aging in Place program, Habitat partners with families, communities, and local organizations to offer products and services that foster safe, livable homes and communities, improving the quality of life for older adults. If your home has critical repair needs that makes it unsafe for you to age in your current home, our Critical Home Repair program may be able to help. Find out more at gmhfh.org/criticalrepair #OlderAmericansMonth",Photo,,,5/6/21 9:54 AM, ,64,64,0,67,67,0,1,1.56,1,1,1,1,62,59,0,0,1,0,0,0,0,0,0,0,0,0,0
386724564681370_4211110692242719,https://www.facebook.com/habitatmatthews/posts/4211110692242719,"What is Older Americans Month?   From the Administration for Community Living Website:  ""When Older Americans Month was established in 1963, only 17 million living Americans had reached their 65th birthday. About a third of older Americans lived in poverty and there were few programs to meet their needs. Interest in older Americans and their concerns was growing. A meeting in April 1963 between President John F. Kennedy and members of the National Council of Senior Citizens led to designating May as “Senior Citizens Month,” the prelude to “Older Americans Month.”  Historically, Older Americans Month has been a time to acknowledge the contributions of past and current older persons to our country, in particular those who defended our country. Every President since Kennedy has issued a formal proclamation during or before the month of May asking that the entire nation pay tribute in some way to older persons in their communities. Older Americans Month is celebrated across the country through ceremonies, events, fairs, and other such activities.""",Photo,,,5/5/21 7:46 AM, ,67,67,0,69,69,0,2,2.99,0,0,0,0,64,62,0,0,2,0,0,0,0,0,0,0,0,0,0
386724564681370_4211017252252063,https://www.facebook.com/habitatmatthews/posts/4211017252252063,Are you on the light side or the dark side? Our Greater Matthews Habitat for Humanity ReStore is on the light side with this week's lighting sale! #MayTheFourthBeWithYou,Photo,,,5/4/21 6:06 AM, ,98,98,0,106,106,0,6,6.12,2,3,1,2,97,89,0,0,6,0,0,0,0,0,0,0,0,0,0
386724564681370_4208715175815604,https://www.facebook.com/habitatmatthews/posts/4208715175815604,"""The problems of aging present an opportunity to rethink our social and personal lives in order to ensure the dignity and welfare of each individual."" -Daisaku Ikeda #OlderAmericansMonth #MotivationMonday",Photo,,,5/3/21 10:42 AM, ,81,81,0,84,84,0,3,3.70,1,3,1,1,80,77,0,0,3,0,0,0,0,0,0,0,0,0,0
386724564681370_4205843076102814,https://www.facebook.com/habitatmatthews/posts/4205843076102814,"May is #OlderAmericansMonth. Did you know that Habitat for Humanity partners with families, communities and local organizations across the U.S. to help older adults improve their homes and their quality of life so they can flourish where they live? Learn more. https://habitat.ngo/AiP",Link,,,5/2/21 8:55 AM, ,76,76,0,78,78,0,3,3.95,0,0,0,0,74,72,0,0,3,0,0,0,0,0,0,0,0,0,0
386724564681370_4202437959776659,https://www.facebook.com/habitatmatthews/posts/4202437959776659,"We had SUCH a great time last night appreciating our Building Committee volunteers with our Burgers, Beers, and Brats cookout last night. Special thanks to Liz for planning and organizing such a fun night, to our President & CEO Natisha for cooking, and of course to our volunteers for being an AMAZING HabiTEAM!",Photo,,,5/1/21 3:59 AM, ,204,204,0,212,212,0,25,12.25,10,12,1,1,202,194,0,0,25,0,0,0,0,0,0,0,0,0,0
386724564681370_4200917089928746,https://www.facebook.com/habitatmatthews/posts/4200917089928746,"Getting ready for the Burgers, Beers, and Brats Volunteer Appreciation Party for our Building Committee. Yes, that is our President & CEO, Natisha, cooking on the grill! 🔥🔥🔥",Video,,,4/30/21 1:23 PM, ,96,96,0,111,111,0,15,15.63,8,10,0,0,102,88,0,0,15,50,55,0,0,54,61,0,0,6163,3550
386724564681370_4197910480229407,https://www.facebook.com/habitatmatthews/posts/4197910480229407,"We don't have any opportunities on our construction site right now, but that doesn't mean we don't need your hammer hands!",Photo,,,4/29/21 12:52 PM, ,100,100,0,104,104,0,4,4.00,3,3,0,0,97,93,0,0,4,0,0,0,0,0,0,0,0,0,0
386724564681370_4193976620622793,https://www.facebook.com/habitatmatthews/posts/4193976620622793,"Did you know that the price of lumber has increased 250% over the past year? Each individual Habitat for Humanity affiliate is responsible for their own fundraising to cover building costs - which means we've definitely felt the increase in lumber prices. The average new single-family home now costs $24,000 more than it did a year ago. Consider making a gift today to help offset rising material costs! https://www.wccbcharlotte.com/2021/04/26/lumber-prices-skyrocket-impacting-home-construction-prices-in-charlotte/",Link,,,4/28/21 6:06 AM, ,131,131,0,139,139,0,2,1.53,2,3,0,0,131,123,0,0,2,0,0,0,0,0,0,0,0,0,0
386724564681370_4191623404191448,https://www.facebook.com/habitatmatthews/posts/4191623404191448,"The documents are signed! Congratulations to Celestin and Marie for closing on your home today! Thanks to our generous sponsors, Wells Fargo, Matthews United Methodist Church, Matthews Presbyterian Church, Publix, Piedmont Natural Gas the Canopy Housing Foundation, Chick-fil-A, and all of our individual donors for making this dream come true!   And remember to join our virtual Facebook live celebration on May 15th at 10am! #jointhejoy",Photo,,,4/27/21 10:20 AM, ,175,175,0,184,184,0,11,6.29,2,2,0,0,169,160,0,0,10,0,0,0,0,0,0,0,0,0,0
386724564681370_4189040144449774,https://www.facebook.com/habitatmatthews/posts/4189040144449774,"""Sometimes a hug is the answer, even when the question is not known."" #MotivationMonday",Photo,,,4/26/21 11:31 AM, ,76,76,0,79,79,0,1,1.32,0,0,0,0,73,70,0,0,1,0,0,0,0,0,0,0,0,0,0
386724564681370_4174513162569139,https://www.facebook.com/habitatmatthews/posts/4174513162569139,Never underestimate the difference you made and the lives you touched - thank you to our volunteers! #NationalVolunteerWeek,Photo,,,4/24/21 6:52 AM, ,82,82,0,87,87,0,3,3.66,0,0,0,0,76,71,0,0,2,0,0,0,0,0,0,0,0,0,0
386724564681370_4171662486187540,https://www.facebook.com/habitatmatthews/posts/4171662486187540,A special message from our staff to all of our volunteers! #NationalVolunteerWeek,Video,,,4/23/21 7:06 AM, ,131,131,0,146,146,0,11,8.40,8,10,0,0,130,114,0,0,11,15,18,0,0,37,49,0,0,8787,21547
386724564681370_4177092492311206,https://www.facebook.com/habitatmatthews/posts/4177092492311206,"Just in time for earth day, one of our homeowners, Macky, alongside his family, and our long-time volunteer, Sandi, build and plant a butterfly garden for their backyard! Read more on our blog! 🌏🦋🌹",Link,,,4/22/21 2:45 PM, ,87,87,0,90,90,0,2,2.30,1,1,0,0,77,74,0,0,2,0,0,0,0,0,0,0,0,0,0
386724564681370_4171225902897865,https://www.facebook.com/habitatmatthews/posts/4171225902897865,"Happy #EarthDay2021! You can make Earth Day every day when you celebrate with us - whether it's donating to the Greater Matthews Habitat for Humanity ReStore, purchasing our MaxLite light bulbs, donating to #CarsForHomes, or supporting our Critical Home Repair Program, by working together we can live a more sustainable and climate-friendly life.",Video,,,4/22/21 7:15 AM, ,76,76,0,88,88,0,2,2.63,0,0,0,0,74,63,0,0,2,7,7,0,0,14,15,0,0,3003,6367
